true_title,journal_lowercase
Synthesis of structures corresponding to the capsular polysaccharide of Neisseria meningitidis group A,organic & biomolecular chemistry
Energy band‐gap shift with gamma-ray radiation and carbon n-delta-doping in GaAs/AlGaAs QWs structures,physica b: condensed matter
A study of the elastic property at low temperature in the metal–insulator transition compound PrRu4P12,physica b: condensed matter
An ab initio and DFT study of radical addition reactions of imidoyl and thioyl radicals to methanimine,organic & biomolecular chemistry
Convergent syntheses of polycyclic ethers. Illustrations of the utility of acetal-linked intermediates,organic & biomolecular chemistry
Relations of the characteristic temperatures and fragility parameters in glass-forming metallic system,physica b: condensed matter
Synthesis of functionalized Morita–Baylis–Hillman adducts by a conjugate addition–elimination sequence,organic & biomolecular chemistry
High-resolution temperature-dependent photoemission study of metal–insulator transition of Y1−xCaxTiO3,physica b: condensed matter
Clarifying Kirk’s confusion about quantum coherent solar cell physics via simple examples and analysis,physica b: condensed matter
Strand displacement and duplex invasion into double-stranded DNA by pyrrolidinyl peptide nucleic acids,organic & biomolecular chemistry
Phase separation and pseudogap in electron-doped cuprates: A variational cluster perturbation analysis,physica b: condensed matter
Current–voltage investigation of vortex motion in YBa2Cu3O7−δ micro-bridges under high magnetic fields,physica b: condensed matter
Synthesis and biological evaluation of new paclitaxel analogs and discovery of potent antitumor agents,organic & biomolecular chemistry
"Naphthalene- and perylenediimides with hydroquinones, catechols, boronic esters and imines in the core",organic & biomolecular chemistry
Strongly correlated phenomena in Pr-based filled skutterudite compounds detected by neutron scattering,physica b: condensed matter
Synthesis and properties of MIDA boronate containing aromatic amino acids: New peptide building blocks,organic & biomolecular chemistry
A copper-based catalytic system for carboxylation of terminal alkynes: synthesis of alkyl 2-alkynoates,organic & biomolecular chemistry
Selection of intra- or inter-molecular multiple-quantum coherences in NMR of highly polarized solution,physica b: condensed matter
The suppression of Coulomb oscillation in a normal-ferromagnet-normal metal single-electron transistor,physica b: condensed matter
The electronic structure and properties of Fe6(N1−xCx)2 carbonitrides by first-principles calculations,physica b: condensed matter
"One probe, two-channel imaging of nuclear and cytosolic compartments with orange and red emissive dyes",organic & biomolecular chemistry
23Na NMR study of the Na order–disorder transition in the quasi-one-dimensional conductor β-Na0.33V2O5,physica b: condensed matter
Generation of molecular diversity using a complexity-generating MCR-platform towards triazinane diones,organic & biomolecular chemistry
Donor impurity states in direct-gap SiGe quantum well: Applied electric field and quantum size effects,physica b: condensed matter
f-Level occupancy in TmTe under pressure investigated by high-resolution X-ray absorption spectroscopy,physica b: condensed matter
Contrastive thermoelectric properties of strained SnSe crystals from the first-principles calculations,physica b: condensed matter
From pico to nano: biofunctionalization of cube-octameric silsesquioxanes by peptides and miniproteins,organic & biomolecular chemistry
Widely tunable mid-infrared emission from coupled Wannier–Stark ladders in semiconductor superlattices,physica b: condensed matter
Detection of        methylcytosine by DNA photoligation via hydrophobic interaction of the alkyl group,organic & biomolecular chemistry
Nucleophilic activity of a linked bis{guanidine} leading to formation of a dicationic C4N4-heterocycle,organic & biomolecular chemistry
Study of the conductivity of thin quasicrystalline films and its relation with the electronic friction,physica b: condensed matter
"Aqueous solutions that model the cytosol: studies on polarity, chemical reactivity and enzyme kinetics",organic & biomolecular chemistry
"γ-MnO2/polyaniline composites: Preparation, characterization, and applications in microwave absorption",physica b: condensed matter
Charge compensation mechanisms in favor of the incorporation of the Eu3+ ion into the ZnO host lattice,physica b: condensed matter
Lipophilic sugar nucleotide synthesis by structure-based design of nucleotidylyltransferase substrates,organic & biomolecular chemistry
Synthesis of α-haloenamides via zinc halide mediated direct addition of benzhydryl halides to ynamides,organic & biomolecular chemistry
The compositional dependence of the structural and optical properties of amorphous As20Se80−xTlx films,physica b: condensed matter
Bi-stability in single impurity Anderson model with strong electron–phonon interaction(polaron regime),physica b: condensed matter
Performance characteristics and parametric optimization of an irreversible magnetic Ericsson heat-pump,physica b: condensed matter
Geometric optimization of the source and detector configurations for the AXEL spin-coupling experiment,physica b: condensed matter
First tests of a MIEZE (modulated intensity by Zero effort)-type instrument on a pulsed neutron source,physica b: condensed matter
Bulk and surface sensitive high-resolution photoemission study of Mott–Hubbard systems SrVO3 and CaVO3,physica b: condensed matter
Characterization of Schottky barrier diodes fabricated from electrochemical oxidation of α phase brass,physica b: condensed matter
Competition between Kondo effect and RKKY interaction modified by Cu concentration in Ce(Pd1−xCux)2Al3,physica b: condensed matter
Electrical conductivity around the topological percolation limit in Co–Ag multilayered granular alloys,physica b: condensed matter
Analytic solution for finite linear chain with two general impurities under general boundary condition,physica b: condensed matter
High-field and high-pressure effect on the field-induced itinerant metamagnetic transition in YCo3H1.8,physica b: condensed matter
Enhancing the usefulness of cross dehydrogenative coupling reactions with a removable protecting group,organic & biomolecular chemistry
Porphyrin–naphthodiimide interactions as a structural motif in foldamers and supramolecular assemblies,organic & biomolecular chemistry
N-Hexyl-4-aminobutyl glycosides for investigating structures and biological functions of carbohydrates,organic & biomolecular chemistry
Poly(methylhydrosiloxane) as a green reducing agent in organophosphorus-catalysed amide bond formation,organic & biomolecular chemistry
Synthesis of (phosphonomethyl)phosphinate pyrophosphate analogues via the phospha-Claisen condensation,organic & biomolecular chemistry
First-principles study on electronic structures and color centers in BaWO4 crystal with barium vacancy,physica b: condensed matter
"Structural, electronic and optical properties of cubic SrTiO3 and KTaO3: Ab initio and GW calculations",physica b: condensed matter
Role of the Fe-substitution in dielectric behavior of the glass–ceramic cordierite Mg2Al4Si5O18 system,physica b: condensed matter
An efficient catalyst-free Mukaiyama-aldol reaction of fluorinated enol silyl ethers with tryptanthrin,organic & biomolecular chemistry
Micrometer-scale ferroelectric domain formation and injection of space charge in Y-Cut LiNbO3 crystals,physica b: condensed matter
Intra- and inter-chain polaron diffusion in regio-random polythiophene studied by muon spin relaxation,physica b: condensed matter
"Improved microstructure, dielectric and ferroelectric properties of microwave-sintered Sr0.5Ba0.5Nb2O6",physica b: condensed matter
Interplay between the orbital quantization and Pauli effect in a charge-density-wave organic conductor,physica b: condensed matter
A transition-metal-free Heck-type reaction between alkenes and alkyl iodides enabled by light in water,organic & biomolecular chemistry
Enhancing circularly polarised luminescence by extending the π-conjugation of axially chiral compounds,organic & biomolecular chemistry
Crystal–lattice modulations associated with unusual magnetic structures in the low-carrier system CeSb,physica b: condensed matter
Efficient colorimetric and fluorescent detection of fluoride in DMSO–water mixtures with arylaldoximes,organic & biomolecular chemistry
Reactions of cyclopropyl aryl ketones with α-ketoacetic acids catalyzed by C8F17SO3H in fluorous phase,organic & biomolecular chemistry
Structural and electrical properties of Sn-doped Ga1.375In0.625O3 with different doping concentrations,physica b: condensed matter
Quantum–classical crossover of the escape rate of a biaxial spin system with an applied magnetic field,physica b: condensed matter
Double-headed nucleotides introducing thymine nucleobases in the major groove of nucleic acid duplexes,organic & biomolecular chemistry
Parallel vs. anti-parallel orientation in a curdlan/oligo(dA) complex as estimated by a FRET technique,organic & biomolecular chemistry
First-order magnetic and magnetostructural transitions in the magnetocaloric compound MnNi0.73Fe0.27Ge,physica b: condensed matter
"β-Pseudopeptide foldamers. The homo-oligomers of (4R)-(2-oxo-1,3-oxazolidin-4-yl)-acetic acid (D–Oxac)",organic & biomolecular chemistry
Laser irradiation and thermal treatment inducing selective crystallization in Sb2O3–Sb2S3 glassy films,physica b: condensed matter
A versatile and practical method for regioselective synthesis of polysubstituted furanonaphthoquinones,organic & biomolecular chemistry
Ion transport study in polymer-nanocomposite films by dielectric spectroscopy and conductivity scaling,physica b: condensed matter
"Resonant third-order optical nonlinearities of 1,3-bis[(3,3-dimethylindolin-2-ylidene)methyl]croconine",physica b: condensed matter
Fabrication and magnetic response probed by RF transverse susceptibility in La0.67Ca0.33MnO3 nanowires,physica b: condensed matter
Electronic structures of filled tetrahedral semiconductors LiMgN and LiZnN: conduction band distortion,physica b: condensed matter
"Lasiodiplactone A, a novel lactone from the mangrove endophytic fungus Lasiodiplodia theobromae ZJ-HQ1",organic & biomolecular chemistry
Crystal growth and characterization of a semiorganic nonlinear optical single crystal of gamma glycine,physica b: condensed matter
"Concentration effect of Tm3+ on cathodoluminescence properties of SiO2:Tm3+ and SiO2:Ho3+,Tm3+ systems",physica b: condensed matter
Time effects induced by the muon point charge in the antiferromagnetically ordered phase of HoBa2Cu3O7,physica b: condensed matter
Synthesis of libraries of peptidomimetic compounds containing a 2-oxopiperazine unit in the main chain,organic & biomolecular chemistry
"Fluorinated porphyrinoids as efficient platforms for new photonic materials, sensors, and therapeutics",organic & biomolecular chemistry
"Cu(II)-Mediated keto C(sp3)–H bond α-acyloxylation of N,N-dialkylamides with aromatic carboxylic acids",organic & biomolecular chemistry
Effect of electron correlation near-field-induced SDW on angle dependent magnetoresistance oscillation,physica b: condensed matter
Evaluating N-benzylgalactonoamidines as putative transition state analogs for β-galactoside hydrolysis,organic & biomolecular chemistry
"Trienamine catalysis for asymmetric Diels–Alder reactions of 2,4-dienones: a theoretical investigation",organic & biomolecular chemistry
First studies directed towards the diastereoselective synthesis of the BCD tricyclic core of brownin F,organic & biomolecular chemistry
First principle study on generalized-stacking-fault energy surfaces of B2-AlRE intermetallic compounds,physica b: condensed matter
Contactless characterization of melt-textured superconducting junctions using micro-Hall sensor arrays,physica b: condensed matter
"Preparation, anti-trypanosomal activity and localisation of a series of dipeptide-based vinyl sulfones",organic & biomolecular chemistry
EPR line width and spin-relaxation rates of shallow and deep donors in isotopically controlled silicon,physica b: condensed matter
Search for incoherent tunnel fluctuations of the magnetisation in nanoparticles of artificial ferritin,physica b: condensed matter
"Intramolecular cycloaddition in 6,6-spiroepoxycyclohexa-2,4-dienone: simple aromatics to (±)-Platencin",organic & biomolecular chemistry
Synthesis and characterizations of NaNbO3 modified BNT–BT–BKT ceramics for energy storage applications,physica b: condensed matter
Magnetic entropy change in perovskite manganites La0.6Pr0.1Pb0.3MnO3 with double metal–insulator peaks,physica b: condensed matter
A new building block for anion supramolecular chemistry. Study of carbazolocarbazole as anion receptor,organic & biomolecular chemistry
Support of academic synthetic chemistry using separation technologies from the pharmaceutical industry,organic & biomolecular chemistry
Monte Carlo study of magnetic properties for the mixed spin-3/2 and spin-1 ferrimagnetic nanoparticles,physica b: condensed matter
"The mechanism of 7,8-diaminopelargonate synthase; the role of S-adenosylmethionine as the amino donor",organic & biomolecular chemistry
Nazarov cyclization of dienylaziridines: synthesis of cyclopentadienyl/hydrinedienyl/indenyl glycines,organic & biomolecular chemistry
"Magnetic, electrical transport and electron spin resonance studies of charge-ordered Nd0.75Na0.25MnO3",physica b: condensed matter
Superfluid density and volume fraction of static magnetism in stripe-stabilized La1.85−yEuySr0.15CuO4,physica b: condensed matter
Insights into microstructural evolution and polycrystalline compounds formation from Pd–Ge thin films,physica b: condensed matter
Evaluation of sol–gel derived Eu2+ activated SrMgAl2SiO7 as a novel nanostructure luminescent pigment,physica b: condensed matter
A preorganized β-amino acid bearing a guanidinium side chain and its use in cell-penetrating peptides,organic & biomolecular chemistry
Rhodium(II) catalyzed synthesis of macrocycles incorporating oxindole via O–H/N–H insertion reactions,organic & biomolecular chemistry
Phosphorylation and dephosphorylation of polyhydroxy compounds by class A bacterial acid phosphatases,organic & biomolecular chemistry
Observation of proximity effect in YBCO/Au bilayer films by microwave surface resistance measurements,physica b: condensed matter
Structure-and-mechanism-based design and discovery of therapeutics for cocaine overdose and addiction,organic & biomolecular chemistry
"Synthesis of 6-methyl-3,4-dihydropyrazinones using an Ugi 4-CR/allenamide cycloisomerization protocol",organic & biomolecular chemistry
Exploring a cascade Heck–Suzuki reaction based route to kinase inhibitors using design of experiments,organic & biomolecular chemistry
A protocol for amide bond formation with electron deficient amines and sterically hindered substrates,organic & biomolecular chemistry
Effect of temperature variation on the transport properties of fine-grained heavily doped n-type PbTe,physica b: condensed matter
Synthesis of new anionic carbosilane dendrimers via thiol–ene chemistry and their antiviral behaviour,organic & biomolecular chemistry
"Chemical generation of o-quinone monoimines for the rapid construction of 1,4-benzoxazine derivatives",organic & biomolecular chemistry
Time-scales of electronic processes in Fe3O4—An attempt to resolve a recently accentuated controversy,physica b: condensed matter
A comparison of spin-polarized current driven magnetization reversal in Co/Cu/Co magnetic multilayers,physica b: condensed matter
Synthesis of macrocyclic analogues of the neuroprotective agent glycyl-L-prolyl-L-glutamic acid (GPE),organic & biomolecular chemistry
Stacked homodimers of substituted contorted hexabenzocoronenes and their complexes with C60 fullerene,organic & biomolecular chemistry
L-Lysine based gemini organogelators: their organogelation properties and thermally stable organogels,organic & biomolecular chemistry
Fluorescent detection of methylmercury by desulfurization reaction of rhodamine hydrazide derivatives,organic & biomolecular chemistry
"DFT study on electronic structure and optical properties of N-doped, S-doped, and N/S co-doped SrTiO3",physica b: condensed matter
"Dielectric properties and depolarization temperature of Bi0.5(Na, K)0.5TiO3–BiFeO3 lead-free ceramics",physica b: condensed matter
Parametric optimization of an irreversible magnetic Ericsson refrigerator with finite heat reservoirs,physica b: condensed matter
Studies of electrical and thermal transport properties of the electron-doped manganite Sr0.9Ce0.1MnO3,physica b: condensed matter
Analysis of the strain distribution in lateral nanostructures for interpreting photoluminescence data,physica b: condensed matter
Phase transformations of high-purity PbI2 nanoparticles synthesized from lead-acid accumulator anodes,physica b: condensed matter
Synthesis and antibiotic activity of oxazolidinone–catechol conjugates against Pseudomonas aeruginosa,organic & biomolecular chemistry
Exceptionally slow kinetics of the intramolecular quadruplex formed by the Oxytricha telomeric repeat,organic & biomolecular chemistry
Insights into the mechanistic and synthetic aspects of the Mo/P-catalyzed oxidation of N-heterocycles,organic & biomolecular chemistry
Positive ion pair cooperativity exhibited for the binding of phosphate under physiological conditions,organic & biomolecular chemistry
Nature of crystalline particle assembly in ring shaped colloidal stains from concentrated dispersions,physica b: condensed matter
Phase diagrams of spin-3/2 Blume–Capel model on rectangular lattice under longitudinal magnetic field,physica b: condensed matter
Synthesis and stability of small molecule probes for Pseudomonas aeruginosa quorum sensing modulation,organic & biomolecular chemistry
Pressure and temperature effects on the third-order nonlinear optical properties in GaAs quantum dots,physica b: condensed matter
Stress-induced-dichroism of the 648.2- and 1819.5-cm−1 infrared absorption lines of oxygen in silicon,physica b: condensed matter
Coupling reaction between electron-rich pyrimidinones and α-amino acids promoted by phosphonium salts,organic & biomolecular chemistry
Anisotropic magnetization processes of pure and doped YbInCu4 compounds at ambient and high pressures,physica b: condensed matter
Effect of silver nanoparticles on the DC conductivity in chitosan–silver triflate polymer electrolyte,physica b: condensed matter
Monitoring of reversible boronic acid–diol interactions by fluorine NMR spectroscopy in aqueous media,organic & biomolecular chemistry
Macrolides from the scent glands of the tropical butterflies Heliconius cydno and Heliconius pachinus,organic & biomolecular chemistry
Residual stress analysis on tensile MMC specimens after loading/unloading tests in several conditions,physica b: condensed matter
Structural and electronic properties of ultrathin copper nanowires: A density-functional theory study,physica b: condensed matter
Unprecedented photochemical induced cascading rearrangement of the 3-azabicyclo[3.3.1]nonane skeleton,organic & biomolecular chemistry
Spin probe dynamics in relation to free volume in crystalline organics from ESR and PALS: N-tridecane,physica b: condensed matter
Temperature dependent X-ray absorption spectroscopy of the valence transition in EuNi2(Si0.20Ge0.80)2,physica b: condensed matter
The temperature-dependent elastic properties of B2-MgRE intermetallic compounds from first principles,physica b: condensed matter
Quantum critical surface of the XXZ zigzag spin chain with applied magnetic field and its application,physica b: condensed matter
EPR theoretical study of local lattice structure of Fe3+ in octahedral site in yttrium gallium garnet,physica b: condensed matter
"PEGylation of an artificial O2 and CO receptor: synthesis, characterisation and pharmacokinetic study",organic & biomolecular chemistry
Non-Fermi-liquid behavior of strongly correlated Fermi systems explained by the Fermi-liquid approach,physica b: condensed matter
Theoretical calculation of zero field splitting parameters of Cr3+ doped ammonium oxalate monohydrate,physica b: condensed matter
Anomalous temperature dependence of electroluminescence intensity in InGaN single quantum well diodes,physica b: condensed matter
Density–density correlation of ultracold atomic gases released from a series of attractive potentials,physica b: condensed matter
Magnetic structure and spin excitations in the field-induced phase of the spin-dimer system Cs3Cr2Br9,physica b: condensed matter
"Fusaroside, a unique glycolipid from Fusarium sp., an endophytic fungus isolated from Melia azedarach",organic & biomolecular chemistry
Ultrafast relaxation dynamics of photoexcited states in semiconducting single-walled carbon nanotubes,physica b: condensed matter
Tricritical behavior of mixed spin-2 and spin-5/2 ferrimagnetic Ising system with interlayer coupling,physica b: condensed matter
"Structurally tuned magnetic properties of TbmRhnIn3m+2n (m=1,2; n=0,1) intermetallic antiferromagnets",physica b: condensed matter
The kinetics and mechanism of the acid-catalysed detritylation of nucleotides in non-aqueous solution,organic & biomolecular chemistry
"Crystal structure and low-temperature physical properties of R3M4Sn13(R=Ce,La;M=Ir,Co) intermetallics",physica b: condensed matter
A unifying mechanism for the rearrangement of vinyl allene oxide geometric isomers to cyclopentenones,organic & biomolecular chemistry
Thermal stability of grain boundaries in nanocrystalline Zn studied by positron lifetime spectroscopy,physica b: condensed matter
Observation of the magneto-phonon effect due to acoustic phonons in the planar Hall effect of bismuth,physica b: condensed matter
Synthetic glycoconjugates characterize the fine specificity of Brucella A and M monoclonal antibodies,organic & biomolecular chemistry
Determination of the atomic configuration of Er–O complexes in silicon by the super-cell FLAPW method,physica b: condensed matter
Finite range model interaction potential for d-wave superconductors: Tc versus doping in the cuprates,physica b: condensed matter
Singlet-energy transfer in quadruple hydrogen-bonded oligo(p-phenylenevinylene)perylene-diimide dyads,organic & biomolecular chemistry
Analysis of nanocrystallization process in Fe73.5Cu1Nb3Si15.5B7 alloys by cumulant expansion of EXAFS,physica b: condensed matter
"Nanostructure and optical properties of M doped ZnO (M=Ni, Mn) thin films prepared by sol–gel process",physica b: condensed matter
Reactivity of 4-vinylphenol radical cations in solution: implications for the biosynthesis of lignans,organic & biomolecular chemistry
Synthesis of Ce:ZnO nanocomposites: Facile synthesis and fast acetone gas sensing response properties,physica b: condensed matter
Effect of electron–phonon interaction on the single-particle spectral properties of the Hubbard model,physica b: condensed matter
On the structure of Langmuir–Blodgett superlattices of yttrium and lead stearate alternative bilayers,physica b: condensed matter
Magnetic property of the face center cubic iron with different lattice parameter in Fe/Pd multilayers,physica b: condensed matter
Homopolymeric pyrrolidine-amide oligonucleotide mimics: Fmoc-synthesis and DNA/RNA binding properties,organic & biomolecular chemistry
"Structure evolution, magnetic domain structures and magnetic properties of CoPt–C nanocomposite films",physica b: condensed matter
Peculiar roles of spins in the thermal conductivity of pure and doped La2CuO4: Comparison with CuGeO3,physica b: condensed matter
Relation between local temperature gradients and the direction of heat flow in quantum driven systems,physica b: condensed matter
A revisit to the temperature dependence of electrical resistivity of α - Titanium at low temperatures,physica b: condensed matter
X-ray study with synchrotron radiation for filled skutterudite YbFe4P12 at ambient and high pressures,physica b: condensed matter
Structure change near the magnetic-transition temperature in the perovskite compound Ba(In0.5Sb0.5)O3,physica b: condensed matter
Electronic states of the dimerized Hubbard and t–J models for low-dimensional organic superconductors,physica b: condensed matter
Measurements of longitudinal and transverse magnetic relaxation in superfluid 3He confined to aerogel,physica b: condensed matter
Sensitive and specific enzyme immunoassays for antigenic trisaccharide from Bacillus anthracis spores,organic & biomolecular chemistry
Preparations of SF5- and CF3-substituted arenes utilizing the 7-oxabicyclo[2.2.1]hept-2-ene synthones,organic & biomolecular chemistry
A new assay format for NF-κB based on a DNA triple helix and a fluorescence resonance energy transfer,organic & biomolecular chemistry
Investigation of the vibration spectrum of SbSI crystals in harmonic and in anharmonic approximations,physica b: condensed matter
A tunable copper-catalyzed multicomponent reaction towards alkaloid-inspired indole/lactam polycycles,organic & biomolecular chemistry
"The kinetics of precipitation in Al-2.4wt% Cu alloy by Kissinger, Ozawa, Bosswel and Matusita methods",physica b: condensed matter
"Epicoccamide, a novel secondary metabolite from a jellyfish-derived culture of Epicoccum purpurascens",organic & biomolecular chemistry
Polarized dependence of nonlinear susceptibility in a single layer graphene system in infrared region,physica b: condensed matter
Solvent induced cooperativity of Zn(II) complexes cleaving a phosphate diester RNA analog in methanol,organic & biomolecular chemistry
Synthesis and characterization of a redox-active ion channel supporting cation flux in lipid bilayers,organic & biomolecular chemistry
Annealing effect on the ultrafast dynamics of Ag nanoparticles embedded in soda-lime silicate glasses,physica b: condensed matter
A NMR and computational study of Smac mimics targeting both the BIR2 and BIR3 domains in XIAP protein,organic & biomolecular chemistry
New method for effectively and quantitatively labeling cysteine residues on chicken eggshell membrane,organic & biomolecular chemistry
"A formal intermolecular [4 + 2] cycloaddition reaction of 1,3-disubstituted indoles and alkylquinones",organic & biomolecular chemistry
A mechanism-based fluorescent probe for labeling O6-methylguanine-DNA methyltransferase in live cells,organic & biomolecular chemistry
"Structural, magnetic and electrical study of polycrystalline Pr0.55Sr0.45−xKxMnO3 (x=0, 0.05 and 0.1)",physica b: condensed matter
Optical characterization studies of grown-in defects in ZnO epilayers grown by molecular beam epitaxy,physica b: condensed matter
Magnetic oscillations in β″-(BEDT–TTF)4(NH4)[Fe(C2O4)3]·DMF: Fermi surface study and frequency mixing,physica b: condensed matter
"Strain-induced changes in electronic structures and work function for (001), (110) and (111) of AlCu3",physica b: condensed matter
Imidazolium-labeled glycosides as probes to harness glycosyltransferase activity in human breast milk,organic & biomolecular chemistry
Some studies on calcium phosphate embedded in polyvinyl alcohol matrix before and after γ-irradiation,physica b: condensed matter
Positive magnetoresistance behaviour in the insulating side of the metal–insulator transition in CdSe,physica b: condensed matter
The development of highly active acyclic chiral hydrazides for asymmetric iminium ion organocatalysis,organic & biomolecular chemistry
Non-doped phosphorescent white organic light-emitting devices with a quadruple-quantum-well structure,physica b: condensed matter
Conductance oscillations in a mesoscopic ring threaded by a harmonically time-dependent magnetic flux,physica b: condensed matter
Rhodium-catalysed intramolecular trans-bis-silylation of alkynes to synthesise 3-silyl-1-benzosiloles,organic & biomolecular chemistry
Synthesis of 3-benzylisoquinolines by domino imination/cycloisomerisation of 2-propargylbenzaldehydes,organic & biomolecular chemistry
A simple method for the preparation of propargylamines using molecular sieve modified with copper(II),organic & biomolecular chemistry
Effect of the annealing temperature on the structure and optical properties of Cd1−x MnxTe thin films,physica b: condensed matter
Studies of the EPR parameters for two Gd3+ centers in cubic and tetragonal phases of CsSrCl3 crystals,physica b: condensed matter
STD NMR and molecular modelling insights into interaction of novel mannose-based ligands with DC-SIGN,organic & biomolecular chemistry
Interactions of foreign interstitial and substitutional atoms in bcc iron from ab initio calculations,physica b: condensed matter
Proceedings of the conference Wave Propagation: From Electrons to Photonic Crystals and Metamaterials,physica b: condensed matter
Three-wave collinear difference-frequency mixing and terahertz coherent emission from gapped graphene,physica b: condensed matter
Effect of silicon doping on electrical and optical properties of stoichiometric Cu2ZnSnS4 solar cells,physica b: condensed matter
"Magnetic resonance of Mn-related isolated centers and clusters in chalcopyrite crystal of (Zn,Mn)GeP2",physica b: condensed matter
Effect of Nb addition on the structure and soft magnetic properties of melt-spun Co69Fe7Si14B10 alloy,physica b: condensed matter
A comparative study of the energy migration and energy transfer in highly doped Nd:YAG single crystal,physica b: condensed matter
Kinetics and mechanism of the aminolysis of aryl ethyl chloro and chlorothio phosphates with anilines,organic & biomolecular chemistry
Tandem hydroformylation–hydrazone formation–Fischer indole synthesis: a novel approach to tryptamides,organic & biomolecular chemistry
Studies on the 4-benzoylpyridine-3-carboxamide entity as a fragment model of the Isoniazid–NAD adduct,organic & biomolecular chemistry
Lipase-catalyzed asymmetric synthesis of oxathiazinanones through dynamic covalent kinetic resolution,organic & biomolecular chemistry
Conversion of covalent to ionic character of V2O5–CeO2–PbO–B2O3 glasses for solid state ionic devices,physica b: condensed matter
Magnetization in high-temperature superconducting strips during transverse magnetic field application,physica b: condensed matter
Recent experiments on interlayer tunneling spectroscopy and transverse electric field effect in NbSe3,physica b: condensed matter
"First-principles studies on the conductive and ferromagnetic properties of [Mn(ins)(μ1,1-N3)(CH3OH)]2",physica b: condensed matter
Direct observation of Drude behavior in the heavy-fermion UPd2Al3 by broadband microwave spectroscopy,physica b: condensed matter
Effect of swift heavy ion irradiation on photoluminescence properties of ZnO/PMMA nanocomposite films,physica b: condensed matter
Reverse Monte-Carlo Analysis of neutron diffraction from AgI–Ag2S–AgPO3 superionic conducting glasses,physica b: condensed matter
A lactate-derived chiral aldehyde for determining the enantiopurity of enantioenriched primary amines,organic & biomolecular chemistry
The ‘Ireland’ one-pot alcohol oxidation coupling reactions: celebrating 30 years of diverse synthesis,organic & biomolecular chemistry
Modification and development of electrical and magnetic properties of PVA/PEO incorporated with MnCl2,physica b: condensed matter
Preparation of Bi–Fe3O4 nanocomposite through reduction of Bi2O3 with Fe via high-energy ball milling,physica b: condensed matter
Sym-(CH2X)5-corannulenes: molecular pentapods displaying functional group and bioconjugate appendages,organic & biomolecular chemistry
"Comparison of the collective excitation spectra of three- , two- and one-dimensional electron systems",physica b: condensed matter
RGD-conjugated two-photon absorbing near-IR emitting fluorescent probes for tumor vasculature imaging,organic & biomolecular chemistry
Effects of hydrostatic pressure on donor states in symmetrical GaAs–Ga0.7Al0.3As double quantum wells,physica b: condensed matter
Rhodium-catalyzed ortho C–H bond activation of arylamines for the synthesis of quinoline carboxylates,organic & biomolecular chemistry
Model for evaluating and predicting thermal expansivity at high temperatures for geophysical minerals,physica b: condensed matter
A facile synthesis of pyrrolo-(di)-benzazocinones via an intramolecular N-acyliminium ion cyclisation,organic & biomolecular chemistry
Limits of applicability of the “diffusion-controlled product growth” kinetic approach to modeling SHS,physica b: condensed matter
High-resolution spectroscopy and time-resolved study of electroluminescence of Er-1 center in silicon,physica b: condensed matter
High magnetic-field study of the magnetization of layered manganite Nd2−2xSr1+2xMn2O7 single crystals,physica b: condensed matter
Experimental survey of critical fluctuations in the specific heat of high-temperature superconductors,physica b: condensed matter
Efficient synthesis of trifluoromethylated cyclopentadienes/fulvenes/norbornenes from divinyl ketones,organic & biomolecular chemistry
Probing nanoscale inhomogeneities in transition metal oxides with ultrafast mid-infrared spectroscopy,physica b: condensed matter
Electrical conduction and dielectric properties of a newly synthesized single phase: Ag0.4Na0.6FeP2O7,physica b: condensed matter
Simulation and detection of massive Dirac fermions with cold atoms in one-dimensional optical lattice,physica b: condensed matter
Enhanced delivery of γ-secretase inhibitor DAPT into the brain via an ascorbic acid mediated strategy,organic & biomolecular chemistry
Addition of 4-(cyclohex-1-en-1-yl)morpholine on 3-nitroindole: an unprecedented dearomatizing process,organic & biomolecular chemistry
Regiochemical switching of Mitsunobu cyclisation mode of vicinal diamines with pendant hydroxyl group,organic & biomolecular chemistry
A “click” chemistry constructed affinity system for 2-oxoglutaric acid receptors and binding proteins,organic & biomolecular chemistry
Avoided level crossing measurements of electric field enhanced diamagnetic states in gallium arsenide,physica b: condensed matter
Tangential instability of the superfluid–normal interface in a phase-separated 3He–4He liquid mixture,physica b: condensed matter
Determination of doping effects on Si and GaAs bulk samples properties by photothermal investigations,physica b: condensed matter
Insights into a surprising reaction: The microwave-assisted direct esterification of phosphinic acids,organic & biomolecular chemistry
Analysis of effect of temperature on ZnSSe based blue laser diode characteristics at 507nm wavelength,physica b: condensed matter
Intense ultraviolet and blue upconversion emissions in Yb3+–Tm3+ codoped stoichiometric Y7O6F9 powder,physica b: condensed matter
Influence of the defect density (twins boundaries) on electrical parameters of 3C-SiC epitaxial films,physica b: condensed matter
Modes of inactivation of trichodiene synthase by a cyclopropane-containing farnesyldiphosphate analog,organic & biomolecular chemistry
Soft X-ray resonant magnetic scattering from FePd thin films: a study of the micromagnetic components,physica b: condensed matter
A comparison of orbital interactions in the additions of phosphonyl and acyl radicals to double bonds,organic & biomolecular chemistry
Optical and electrical properties of polycrystalline GaN films prepared by post-nitridation technique,physica b: condensed matter
Structural and optical studies on mesoscopic defect structure in highly conductive AgI–ZnO composites,physica b: condensed matter
Deoxyfluoro-D-trehalose (FDTre) analogues as potential PET probes for imaging mycobacterial infection,organic & biomolecular chemistry
